dx,gb,dz,gb_energy
3.7,1.3,2.2,1.013472864
3.7,1.3,2.3,1.02678366
3.7,1.3,2.4,1.035297533
3.7,1.3,2.5,1.054087807
3.7,1.3,2.6,1.075582711
3.7,1.3,2.7,1.244195699
3.7,1.3,2.8,1.215431496
3.7,1.3,2.9,1.186941906
3.7,1.3,3,1.034469712
3.7,1.3,3.1,1.018043787
3.7,1.3,3.2,1.004343813
3.7,1.3,3.3,0.993470709
3.7,1.3,3.4,0.985519425
3.7,1.3,3.5,0.980542837
3.7,1.3,3.6,0.978578753
3.8,1.3,0,0.974469784
3.8,1.3,0.1,0.975968503
3.8,1.3,0.2,0.980453289
3.8,1.3,0.3,0.987886901
3.8,1.3,0.4,0.998226128
3.8,1.3,0.5,1.011399618
3.8,1.3,0.6,1.0273417
3.8,1.3,0.7,1.045936674
3.8,1.3,0.8,1.067093003
3.8,1.3,0.9,1.265267312
3.8,1.3,1,1.088022476
3.8,1.3,1.1,1.065843596
3.8,1.3,1.2,1.046309649
3.8,1.3,1.3,1.029578407
3.8,1.3,1.4,1.025045294
3.8,1.3,1.5,1.014114766
3.8,1.3,1.6,1.006188215
3.8,1.3,1.7,1.003409387
3.8,1.3,1.8,0.999547173
3.8,1.3,1.9,1.000870776
3.8,1.3,2,1.005281933
3.8,1.3,2.1,1.01275904
3.8,1.3,2.2,1.023254052
3.8,1.3,2.3,1.027355914
3.8,1.3,2.4,1.043675519
3.8,1.3,2.5,1.062799537
3.8,1.3,2.6,1.084611412
3.8,1.3,2.7,1.094238805
3.8,1.3,2.8,1.070399452
3.8,1.3,2.9,1.048890049
3.8,1.3,3,1.029914709
3.8,1.3,3.1,1.013578048
3.8,1.3,3.2,0.999986668
3.8,1.3,3.3,0.989224149
3.8,1.3,3.4,0.981357296
3.8,1.3,3.5,0.976443818
3.8,1.3,3.6,0.974503613
3.9,1.3,0,0.971787327
3.9,1.3,0.1,0.973276665
3.9,1.3,0.2,0.977723642
3.9,1.3,0.3,0.985098692
3.9,1.3,0.4,0.995377368
3.9,1.3,0.5,1.008497129
3.9,1.3,0.6,1.024397422
3.9,1.3,0.7,1.042998367
3.9,1.3,0.8,1.064232872
3.9,1.3,0.9,1.087980687
3.9,1.3,1,1.114094841
3.9,1.3,1.1,1.076628289
3.9,1.3,1.2,1.056717956
3.9,1.3,1.3,1.039633356
3.9,1.3,1.4,1.037125447
3.9,1.3,1.5,1.026075237
3.9,1.3,1.6,1.018050041
3.9,1.3,1.7,1.013124054
3.9,1.3,1.8,1.011323715
3.9,1.3,1.9,1.012661532
3.9,1.3,2,1.017131535
3.9,1.3,2.1,1.024699327
3.9,1.3,2.2,1.035314874
3.9,1.3,2.3,1.037363957
3.9,1.3,2.4,1.054027824
3.9,1.3,2.5,1.073530217
3.9,1.3,2.6,1.118102323
3.9,1.3,2.7,1.091680579
3.9,1.3,2.8,1.067570307
3.9,1.3,2.9,1.045959417
3.9,1.3,3,1.026974412
3.9,1.3,3.1,1.010663619
3.9,1.3,3.2,0.997135634
3.9,1.3,3.3,0.986433382
3.9,1.3,3.4,0.978628786
3.9,1.3,3.5,0.97374203
3.9,1.3,3.6,0.971820304
4,1.3,0,0.970378441
4,1.3,0.1,0.971861524
4,1.3,0.2,0.976298267
4,1.3,0.3,0.983665926
4,1.3,0.4,0.993936074
4,1.3,0.5,1.007055266
4,1.3,0.6,1.02298285
4,1.3,0.7,1.041806385
4,1.3,0.8,1.062982328
4,1.3,0.9,1.086931129
4,1.3,1,1.113431334
4,1.3,1.1,1.142373496
4,1.3,1.2,1.082746826
4,1.3,1.3,1.199093412
4,1.3,1.4,1.037214994
4,1.3,1.5,1.025814838
4,1.3,1.6,1.032290429
4,1.3,1.7,1.02729849
4,1.3,1.8,1.025471997
4,1.3,1.9,1.026831704
4,1.3,2,1.031362827
4,1.3,2.1,1.039025852
4,1.3,2.2,1.035346997
4,1.3,2.3,1.212903971
4,1.3,2.4,1.080086828
4,1.3,2.5,1.146987344
4,1.3,2.6,1.117532343
4,1.3,2.7,1.090673378
4,1.3,2.8,1.066346486
4,1.3,2.9,1.044618473
4,1.3,3,1.025556997
4,1.3,3.1,1.009224883
4,1.3,3.2,0.995689222
4,1.3,3.3,0.984999763
4,1.3,3.4,0.977198863
4,1.3,3.5,0.972331437
4,1.3,3.6,0.97041028
4.1,1.3,0,0.970535647
4.1,1.3,0.1,0.972019299
4.1,1.3,0.2,0.976456326
4.1,1.3,0.3,0.983820289
4.1,1.3,0.4,0.994089869
4.1,1.3,0.5,1.007202807
4.1,1.3,0.6,1.023119304
4.1,1.3,0.7,1.041767439
4.1,1.3,0.8,1.063089501
4.1,1.3,0.9,1.087004473
4.1,1.3,1,1.113462605
4.1,1.3,1.1,1.142285085
4.1,1.3,1.2,1.080023718
4.1,1.3,1.3,1.049501249
4.1,1.3,1.4,1.035044524
4.1,1.3,1.5,1.023686725
4.1,1.3,1.6,1.029651751
4.1,1.3,1.7,1.024671752
4.1,1.3,1.8,2.650936166
4.1,1.3,1.9,1.024206671
4.1,1.3,2,1.028724433
4.1,1.3,2.1,1.036370686
4.1,1.3,2.2,1.03317937
4.1,1.3,2.3,1.047152536
4.1,1.3,2.4,1.176181946
4.1,1.3,2.5,1.146707614
4.1,1.3,2.6,1.117542861
4.1,1.3,2.7,1.090738194
4.1,1.3,2.8,1.066447689
4.1,1.3,2.9,1.044737017
4.1,1.3,3,1.025694303
4.1,1.3,3.1,1.009379531
4.1,1.3,3.2,0.995843586
4.1,1.3,3.3,0.985150715
4.1,1.3,3.4,0.977354932
4.1,1.3,3.5,0.972494045
4.1,1.3,3.6,0.970567771
4.2,1.3,0,0.972158027
4.2,1.3,0.1,0.973648502
4.2,1.3,0.2,0.97809889
4.2,1.3,0.3,0.985485027
4.2,1.3,0.4,0.99576882
4.2,1.3,0.5,1.008893982
4.2,1.3,0.6,1.024796266
4.2,1.3,0.7,1.043393514
4.2,1.3,0.8,1.064607836
4.2,1.3,0.9,1.088628275
4.2,1.3,1,1.31930932
4.2,1.3,1.1,1.07461332
4.2,1.3,1.2,1.054782016
4.2,1.3,1.3,1.037752282
4.2,1.3,1.4,1.034865713
4.2,1.3,1.5,1.023833981
4.2,1.3,1.6,1.01583238
4.2,1.3,1.7,1.010916912
4.2,1.3,1.8,1.009118279
4.2,1.3,1.9,1.010455243
4.2,1.3,2,1.014915012
4.2,1.3,2.1,1.022465178
4.2,1.3,2.2,1.033059688
4.2,1.3,2.3,1.035490842
4.2,1.3,2.4,1.052100981
4.2,1.3,2.5,1.071534294
4.2,1.3,2.6,1.093652338
4.2,1.3,2.7,1.092006078
4.2,1.3,2.8,1.067946124
4.2,1.3,2.9,1.046350585
4.2,1.3,3,1.02736558
4.2,1.3,3.1,1.011057061
4.2,1.3,3.2,0.997521116
4.2,1.3,3.3,0.986815169
4.2,1.3,3.4,0.979000907
4.2,1.3,3.5,0.974116141
4.2,1.3,3.6,0.972190719
4.3,1.3,0,0.975071603
4.3,1.3,0.1,0.976573733
4.3,1.3,0.2,0.981064773
4.3,1.3,0.3,0.988507482
4.3,1.3,0.4,0.99886405
4.3,1.3,0.5,1.012056018
4.3,1.3,0.6,1.028011177
4.3,1.3,0.7,1.0466107
4.3,1.3,0.8,1.067743433
4.3,1.3,0.9,1.258141858
4.3,1.3,1,1.086309127
4.3,1.3,1.1,1.06418426
4.3,1.3,1.2,1.044714275
4.3,1.3,1.3,1.028037331
4.3,1.3,1.4,1.023191795
4.3,1.3,1.5,1.012280314
4.3,1.3,1.6,1.004370819
4.3,1.3,1.7,0.999517892
4.3,1.3,1.8,0.997744275
4.3,1.3,1.9,0.999061909
4.3,1.3,2,1.00346738
4.3,1.3,2.1,1.010928852
4.3,1.3,2.2,1.021491522
4.3,1.3,2.3,1.025824219
4.3,1.3,2.4,1.042087537
4.3,1.3,2.5,1.061151571
4.3,1.3,2.6,1.254910459
4.3,1.3,2.7,1.094849721
4.3,1.3,2.8,1.071058979
4.3,1.3,2.9,1.049566633
4.3,1.3,3,1.030581912
4.3,1.3,3.1,1.014235301
4.3,1.3,3.2,1.000629423
4.3,1.3,3.3,0.989849279
4.3,1.3,3.4,0.981973329
4.3,1.3,3.5,0.977046205
4.3,1.3,3.6,0.975104295
4.4,1.3,0,0.979401456
4.4,1.3,0.1,0.980926613
4.4,1.3,0.2,0.985471098
4.4,1.3,0.3,0.993007618
4.4,1.3,0.4,1.003472497
4.4,1.3,0.5,1.016785852
4.4,1.3,0.6,1.032840225
4.4,1.3,0.7,1.051505416
4.4,1.3,0.8,1.207375029
4.4,1.3,0.9,1.235484253
4.4,1.3,1,1.077590289
4.4,1.3,1.1,1.055768748
4.4,1.3,1.2,1.036619146
4.4,1.3,1.3,1.020255762
4.4,1.3,1.4,1.013765387
4.4,1.3,1.5,1.002972735
4.4,1.3,1.6,0.995153356
4.4,1.3,1.7,0.990353305
4.4,1.3,1.8,0.98860101
4.4,1.3,1.9,0.989905282
4.4,1.3,2,0.994258446
4.4,1.3,2.1,1.001640035
4.4,1.3,2.2,1.011999446
4.4,1.3,2.3,1.025284942
4.4,1.3,2.4,1.034040451
4.4,1.3,2.5,1.052783819
4.4,1.3,2.6,1.074223005
4.4,1.3,2.7,1.098197959
4.4,1.3,2.8,1.211445335
4.4,1.3,2.9,1.054455095
4.4,1.3,3,1.035428869
4.4,1.3,3.1,1.018985887
4.4,1.3,3.2,1.005255495
4.4,1.3,3.3,0.994364198
4.4,1.3,3.4,0.986393583
4.4,1.3,3.5,0.981401075
4.4,1.3,3.6,0.979435001
4.5,1.3,0,0.985277504
4.5,1.3,0.1,0.98682455
4.5,1.3,0.2,0.991440957
4.5,1.3,0.3,0.999089484
4.5,1.3,0.4,1.009700198
4.5,1.3,0.5,1.023169337
4.5,1.3,0.6,1.137201608
4.5,1.3,0.7,1.15976199
4.5,1.3,0.8,1.184879462
4.5,1.3,0.9,1.211297226
4.5,1.3,1,1.07084975
4.5,1.3,1.1,1.049273257
4.5,1.3,1.2,1.030400542
4.5,1.3,1.3,1.020062452
4.5,1.3,1.4,1.006459985
4.5,1.3,1.5,0.995762566
4.5,1.3,1.6,0.988022502
4.5,1.3,1.7,0.983269925
4.5,1.3,1.8,0.981534686
4.5,1.3,1.9,0.982825881
4.5,1.3,2,0.987132708
4.5,1.3,2.1,0.994438679
4.5,1.3,2.2,1.004709395
4.5,1.3,2.3,1.017884306
4.5,1.3,2.4,1.027860225
4.5,1.3,2.5,1.046325852
4.5,1.3,2.6,1.067515726
4.5,1.3,2.7,1.091322387
4.5,1.3,2.8,1.188749068
4.5,1.3,2.9,1.163312919
4.5,1.3,3,1.140340332
4.5,1.3,3.1,1.025386429
4.5,1.3,3.2,1.011507359
4.5,1.3,3.3,1.00046909
4.5,1.3,3.4,0.992383342
4.5,1.3,3.5,0.987312657
4.5,1.3,3.6,0.985312754
4.6,1.3,0,0.992824258
4.6,1.3,0.1,0.99439689
4.6,1.3,0.2,0.999094601
4.6,1.3,0.3,1.006872759
4.6,1.3,0.4,1.017651766
4.6,1.3,0.5,1.098754293
4.6,1.3,0.6,1.117693245
4.6,1.3,0.7,1.139517629
4.6,1.3,0.8,1.163737632
4.6,1.3,0.9,1.18610442
4.6,1.3,1,1.065983462
4.6,1.3,1.1,1.044598005
4.6,1.3,1.2,1.025939352
4.6,1.3,1.3,1.014605716
4.6,1.3,1.4,1.001086259
4.6,1.3,1.5,0.990468723
4.6,1.3,1.6,0.982782955
4.6,1.3,1.7,0.978074442
4.6,1.3,1.8,0.976349437
4.6,1.3,1.9,0.977631535
4.6,1.3,2,0.981907376
4.6,1.3,2.1,0.989163882
4.6,1.3,2.2,0.999347893
4.6,1.3,2.3,1.012437236
4.6,1.3,2.4,1.023433432
4.6,1.3,2.5,1.041680165
4.6,1.3,2.6,1.062673317
4.6,1.3,2.7,1.086354896
4.6,1.3,2.8,1.167430701
4.6,1.3,2.9,1.142937221
4.6,1.3,3,1.120726218
4.6,1.3,3.1,1.101344075
4.6,1.3,3.2,1.019483375
4.6,1.3,3.3,1.00827397
4.6,1.3,3.4,1.000048072
4.6,1.3,3.5,0.994894378
4.6,1.3,3.6,0.992857519
4.7,1.3,0,1.002111938
4.7,1.3,0.1,1.003714987
4.7,1.3,0.2,1.008501677
4.7,1.3,0.3,1.053876019
4.7,1.3,0.4,1.065966974
4.7,1.3,0.5,1.081311502
4.7,1.3,0.6,1.09973534
4.7,1.3,0.7,1.120944544
4.7,1.3,0.8,1.144443047
4.7,1.3,0.9,1.168481964
4.7,1.3,1,1.062890506
4.7,1.3,1.1,1.041644914
4.7,1.3,1.2,1.023146026
4.7,1.3,1.3,1.010947614
4.7,1.3,1.4,0.997485297
4.7,1.3,1.5,0.986905854
4.7,1.3,1.6,0.979257611
4.7,1.3,1.7,0.974560753
4.7,1.3,1.8,0.972847972
4.7,1.3,1.9,0.974121542
4.7,1.3,2,0.978378905
4.7,1.3,2.1,0.985599876
4.7,1.3,2.2,0.995750058
4.7,1.3,2.3,1.008787093
4.7,1.3,2.4,1.020670809
4.7,1.3,2.5,1.038750954
4.7,1.3,2.6,1.059601398
4.7,1.3,2.7,1.169805852
4.7,1.3,2.8,1.148039461
4.7,1.3,2.9,1.124275726
4.7,1.3,3,1.102694116
4.7,1.3,3.1,1.083832488
4.7,1.3,3.2,1.068023732
4.7,1.3,3.3,1.05544467
4.7,1.3,3.4,1.009470784
4.7,1.3,3.5,1.00422072
4.7,1.3,3.6,1.00214861
4.8,1.3,0,1.023512462
4.8,1.3,0.1,1.025228939
4.8,1.3,0.2,1.030361596
4.8,1.3,0.3,1.03886893
4.8,1.3,0.4,1.050665656
4.8,1.3,0.5,1.06563721
4.8,1.3,0.6,1.08361274
4.8,1.3,0.7,1.104302851
4.8,1.3,0.8,1.12723308
4.8,1.3,0.9,1.150937685
4.8,1.3,1,1.06149498
4.8,1.3,1.1,1.040337799
4.8,1.3,1.2,1.025220979
4.8,1.3,1.3,1.008929517
4.8,1.3,1.4,0.995469475
4.8,1.3,1.5,0.984892306
4.8,1.3,1.6,0.977239515
4.8,1.3,1.7,0.97253953
4.8,1.3,1.8,0.970822769
4.8,1.3,1.9,0.972098044
4.8,1.3,2,0.97636223
4.8,1.3,2.1,0.983577515
4.8,1.3,2.2,0.993729687
4.8,1.3,2.3,1.006776388
4.8,1.3,2.4,1.022653086
4.8,1.3,2.5,1.03745919
4.8,1.3,2.6,1.131823333
4.8,1.3,2.7,1.149999565
4.8,1.3,2.8,1.130753591
4.8,1.3,2.9,1.107551023
4.8,1.3,3,1.086491918
4.8,1.3,3.1,1.068097929
4.8,1.3,3.2,1.052673518
4.8,1.3,3.3,1.040396929
4.8,1.3,3.4,1.031404616
4.8,1.3,3.5,1.025769922
4.8,1.3,3.6,1.023551977
4.9,1.3,0,1.010703703
4.9,1.3,0.1,1.012380664
4.9,1.3,0.2,1.017399042
4.9,1.3,0.3,1.0257034
4.9,1.3,0.4,1.037238021
4.9,1.3,0.5,1.051865882
4.9,1.3,0.6,1.069441432
4.9,1.3,0.7,1.0896929
4.9,1.3,0.8,1.113317054
4.9,1.3,0.9,1.135711417
4.9,1.3,1,1.061763056
4.9,1.3,1.1,1.040654202
4.9,1.3,1.2,1.024777219
4.9,1.3,1.3,1.008422079
4.9,1.3,1.4,0.994902054
4.9,1.3,1.5,0.984265755
4.9,1.3,1.6,0.976566626
4.9,1.3,1.7,0.971844752
4.9,1.3,1.8,0.970118041
4.9,1.3,1.9,0.971407815
4.9,1.3,2,0.975687635
4.9,1.3,2.1,0.982955797
4.9,1.3,2.2,0.993167099
4.9,1.3,2.3,1.00625502
4.9,1.3,2.4,1.022196534
4.9,1.3,2.5,1.037779004
4.9,1.3,2.6,1.058492141
4.9,1.3,2.7,1.138895058
4.9,1.3,2.8,1.115629948
4.9,1.3,2.9,1.092876256
4.9,1.3,3,1.072260911
4.9,1.3,3.1,1.054272304
4.9,1.3,3.2,1.039197556
4.9,1.3,3.3,1.027204109
4.9,1.3,3.4,1.018413349
4.9,1.3,3.5,1.012909708
4.9,1.3,3.6,1.010741512
5,1.3,0,0.9997709
5,1.3,0.1,1.001414317
5,1.3,0.2,1.006315287
5,1.3,0.3,1.014439697
5,1.3,0.4,1.025718751
5,1.3,0.5,1.040042433
5,1.3,0.6,1.05726832
5,1.3,0.7,1.077143687
5,1.3,0.8,1.099315744
5,1.3,0.9,1.122826187
5,1.3,1,1.063727139
5,1.3,1.1,1.042619991
5,1.3,1.2,1.025848098
5,1.3,1.3,1.009374414
5,1.3,1.4,0.995727884
5,1.3,1.5,0.984976736
5,1.3,1.6,0.977187776
5,1.3,1.7,0.972406203
5,1.3,1.8,0.97065874
5,1.3,1.9,0.971958463
5,1.3,2,0.976299972
5,1.3,2.1,0.983641194
5,1.3,2.2,0.994169751
5,1.3,2.3,1.007180917
5,1.3,2.4,1.023252062
5,1.3,2.5,1.039737971
5,1.3,2.6,1.060460773
5,1.3,2.7,1.126200294
5,1.3,2.8,1.102724534
5,1.3,2.9,1.080274168
5,1.3,3,1.060032649
5,1.3,3.1,1.042396832
5,1.3,3.2,1.027640193
5,1.3,3.3,1.015903166
5,1.3,3.4,1.00730998
5,1.3,3.5,1.001931989
5,1.3,3.6,0.999808709
5.1,1.3,0,0.990722299
5.1,1.3,0.1,0.992326486
5.1,1.3,0.2,0.997124831
5.1,1.3,0.3,1.005078105
5.1,1.3,0.4,1.016128599
5.1,1.3,0.5,1.030173688
5.1,1.3,0.6,1.047087152
5.1,1.3,0.7,1.0666663
5.1,1.3,0.8,1.088606954
5.1,1.3,0.9,1.112200406
5.1,1.3,1,1.067470809
5.1,1.3,1.1,1.04630908
5.1,1.3,1.2,1.028424803
5.1,1.3,1.3,1.01176918
5.1,1.3,1.4,0.997933037
5.1,1.3,1.5,0.987024114
5.1,1.3,1.6,0.979102395
5.1,1.3,1.7,0.974247194
5.1,1.3,1.8,0.97245851
5.1,1.3,1.9,0.973782398
5.1,1.3,2,0.978202083
5.1,1.3,2.1,0.98566725
5.1,1.3,2.2,0.996158851
5.1,1.3,2.3,1.009551804
5.1,1.3,2.4,1.025812563
5.1,1.3,2.5,1.043417678
5.1,1.3,2.6,1.064199895
5.1,1.3,2.7,1.115701018
5.1,1.3,2.8,1.092003519
5.1,1.3,2.9,1.069756413
5.1,1.3,3,1.049807133
5.1,1.3,3.1,1.032486297
5.1,1.3,3.2,1.018009957
5.1,1.3,3.3,1.00651144
5.1,1.3,3.4,0.998097918
5.1,1.3,3.5,0.992833071
5.1,1.3,3.6,0.990756982
5.2,1.3,0,0.983484556
5.2,1.3,0.1,0.98505605
5.2,1.3,0.2,0.989761721
5.2,1.3,0.3,0.99755921
5.2,1.3,0.4,1.00840019
5.2,1.3,0.5,1.02219824
5.2,1.3,0.6,1.038856137
5.2,1.3,0.7,1.058191658
5.2,1.3,0.8,1.079990457
5.2,1.3,0.9,1.103728607
5.2,1.3,1,1.073103514
5.2,1.3,1.1,1.051838022
5.2,1.3,1.2,1.032607116
5.2,1.3,1.3,1.015689388
5.2,1.3,1.4,1.00161246
5.2,1.3,1.5,0.990496298
5.2,1.3,1.6,0.98241453
5.2,1.3,1.7,0.977444195
5.2,1.3,1.8,0.975621114
5.2,1.3,1.9,0.976976557
5.2,1.3,2,0.981487212
5.2,1.3,2.1,0.989110153
5.2,1.3,2.2,0.999803592
5.2,1.3,2.3,1.013440172
5.2,1.3,2.4,1.029952803
5.2,1.3,2.5,1.049177171
5.2,1.3,2.6,1.069831462
5.2,1.3,2.7,1.10731763
5.2,1.3,2.8,1.083377926
5.2,1.3,2.9,1.061253628
5.2,1.3,3,1.04153433
5.2,1.3,3.1,1.024472188
5.2,1.3,3.2,1.010246866
5.2,1.3,3.3,0.998961558
5.2,1.3,3.4,0.990712918
5.2,1.3,3.5,0.985555244
5.2,1.3,3.6,0.983520091
5.3,1.3,0,0.977957319
5.3,1.3,0.1,0.979500954
5.3,1.3,0.2,0.984117645
5.3,1.3,0.3,0.991777827
5.3,1.3,0.4,1.002443123
5.3,1.3,0.5,1.01603564
5.3,1.3,0.6,1.03247919
5.3,1.3,0.7,1.051640449
5.3,1.3,0.8,1.073356522
5.3,1.3,0.9,1.097281444
5.3,1.3,1,1.122250522
5.3,1.3,1.1,1.171912928
5.3,1.3,1.2,1.148343639
5.3,1.3,1.3,1.12789545
5.3,1.3,1.4,1.11083871
5.3,1.3,1.5,1.097351945
5.3,1.3,1.6,1.087550289
5.3,1.3,1.7,1.081227924
5.3,1.3,1.8,0.980287554
5.3,1.3,1.9,1.080634065
5.3,1.3,2,1.086424544
5.3,1.3,2.1,1.095677257
5.3,1.3,2.2,1.108632989
5.3,1.3,2.3,1.125166372
5.3,1.3,2.4,1.145136119
5.3,1.3,2.5,1.168264775
5.3,1.3,2.6,1.124527597
5.3,1.3,2.7,1.100946369
5.3,1.3,2.8,1.076752519
5.3,1.3,2.9,1.054680244
5.3,1.3,3,1.035132651
5.3,1.3,3.1,1.018283434
5.3,1.3,3.2,1.00425995
5.3,1.3,3.3,0.993159708
5.3,1.3,3.4,0.985053776
5.3,1.3,3.5,0.979987356
5.3,1.3,3.6,0.977992285
5.4,1.3,0,0.974006694
5.4,1.3,0.1,0.975526165
5.4,1.3,0.2,0.980072639
5.4,1.3,0.3,0.987626785
5.4,1.3,0.4,0.998147952
5.4,1.3,0.5,1.011578145
5.4,1.3,0.6,1.027867616
5.4,1.3,0.7,1.046905497
5.4,1.3,0.8,1.06859229
5.4,1.3,0.9,1.09270711
5.4,1.3,1,1.118734275
5.4,1.3,1.1,1.150266787
5.4,1.3,1.2,1.127450838
5.4,1.3,1.3,1.107643413
5.4,1.3,1.4,1.09108672
5.4,1.3,1.5,1.077998514
5.4,1.3,1.6,1.06849194
5.4,1.3,1.7,1.062642899
5.4,1.3,1.8,1.060507395
5.4,1.3,1.9,1.062094525
5.4,1.3,2,1.067400877
5.4,1.3,2.1,1.076373007
5.4,1.3,2.2,1.088944962
5.4,1.3,2.3,1.104989385
5.4,1.3,2.4,1.124351344
5.4,1.3,2.5,1.146736326
5.4,1.3,2.6,1.122605302
5.4,1.3,2.7,1.096442252
5.4,1.3,2.8,1.071993973
5.4,1.3,2.9,1.049930795
5.4,1.3,3,1.030495776
5.4,1.3,3.1,1.01379609
5.4,1.3,3.2,0.999939194
5.4,1.3,3.3,0.98898507
5.4,1.3,3.4,0.980997399
5.4,1.3,3.5,0.976004322
5.4,1.3,3.6,0.974042229
5.5,1.3,0,0.971482012
5.5,1.3,0.1,0.972985279
5.5,1.3,0.2,0.977484847
5.5,1.3,0.3,0.984956837
5.5,1.3,0.4,0.995381917
5.5,1.3,0.5,1.008708632
5.5,1.3,0.6,1.024899175
5.5,1.3,0.7,1.043876504
5.5,1.3,0.8,1.065576943
5.5,1.3,0.9,1.08986631
5.5,1.3,1,1.116534808
5.5,1.3,1.1,1.130455951
5.5,1.3,1.2,1.10829555
5.5,1.3,1.3,1.089022286
5.5,1.3,1.4,1.072920154
5.5,1.3,1.5,1.060170525
5.5,1.3,1.6,1.050907293
5.5,1.3,1.7,1.04520892
5.5,1.3,1.8,1.043126008
5.5,1.3,1.9,1.044676466
5.5,1.3,2,1.049845227
5.5,1.3,2.1,1.058586238
5.5,1.3,2.2,1.070832693
5.5,1.3,2.3,1.086447855
5.5,1.3,2.4,1.105273948
5.5,1.3,2.5,1.127032663
5.5,1.3,2.6,1.120613928
5.5,1.3,2.7,1.093652622
5.5,1.3,2.8,1.068990281
5.5,1.3,2.9,1.046899812
5.5,1.3,3,1.027517669
5.5,1.3,3.1,1.010914638
5.5,1.3,3.2,0.997162356
5.5,1.3,3.3,0.986308015
5.5,1.3,3.4,0.978398236
5.5,1.3,3.5,0.973459457
5.5,1.3,3.6,0.971516978
5.6,1.3,0,0.970258475
5.6,1.3,0.1,0.971754351
5.6,1.3,0.2,0.97623203
5.6,1.3,0.3,0.98367218
5.6,1.3,0.4,0.994056039
5.6,1.3,0.5,1.007343809
5.6,1.3,0.6,1.023503081
5.6,1.3,0.7,1.042471313
5.6,1.3,0.8,1.064211266
5.6,1.3,0.9,1.088639362
5.6,1.3,1,1.115689362
5.6,1.3,1.1,1.112713814
5.6,1.3,1.2,1.091129077
5.6,1.3,1.3,1.072342499
5.6,1.3,1.4,1.056645181
5.6,1.3,1.5,1.044220198
5.6,1.3,1.6,1.035188938
5.6,1.3,1.7,1.029632136
5.6,1.3,1.8,1.0276021
5.6,1.3,1.9,1.029113043
5.6,1.3,2,1.034155584
5.6,1.3,2.1,1.042680827
5.6,1.3,2.2,1.054611448
5.6,1.3,2.3,1.069837148
5.6,1.3,2.4,1.088184231
5.6,1.3,2.5,1.109381211
5.6,1.3,2.6,1.146379271
5.6,1.3,2.7,1.092455523
5.6,1.3,2.8,1.06763626
5.6,1.3,2.9,1.045497179
5.6,1.3,3,1.026118163
5.6,1.3,3.1,1.00954157
5.6,1.3,3.2,0.995830225
5.6,1.3,3.3,0.985014546
5.6,1.3,3.4,0.977140017
5.6,1.3,3.5,0.972225401
5.6,1.3,3.6,0.970292588
5.7,1.3,0,0.970253642
5.7,1.3,0.1,0.97175293
5.7,1.3,0.2,0.976246244
5.7,1.3,0.3,0.98369407
5.7,1.3,0.4,0.994100103
5.7,1.3,0.5,1.007419427
5.7,1.3,0.6,1.023615655
5.7,1.3,0.7,1.042632215
5.7,1.3,0.8,1.064431298
5.7,1.3,0.9,1.088946952
5.7,1.3,1,1.131293153
5.7,1.3,1.1,1.097112866
5.7,1.3,1.2,1.076018511
5.7,1.3,1.3,1.057684789
5.7,1.3,1.4,1.042368973
5.7,1.3,1.5,1.030247884
5.7,1.3,1.6,1.021435235
5.7,1.3,1.7,1.016016877
5.7,1.3,1.8,1.014033747
5.7,1.3,1.9,1.015511998
5.7,1.3,2,1.020426045
5.7,1.3,2.1,1.028739784
5.7,1.3,2.2,1.040387264
5.7,1.3,2.3,1.055237715
5.7,1.3,2.4,1.073146156
5.7,1.3,2.5,1.093853607
5.7,1.3,2.6,1.128966898
5.7,1.3,2.7,1.092776758
5.7,1.3,2.8,1.0678688
5.7,1.3,2.9,1.045664051
5.7,1.3,3,1.026236423
5.7,1.3,3.1,1.009623158
5.7,1.3,3.2,0.995882532
5.7,1.3,3.3,0.985039846
5.7,1.3,3.4,0.977147977
5.7,1.3,3.5,0.972223127
5.7,1.3,3.6,0.97028804
5.8,1.3,0,0.971467229
5.8,1.3,0.1,0.972979025
5.8,1.3,0.2,0.977506453
5.8,1.3,0.3,0.985027054
5.8,1.3,0.4,0.995519224
5.8,1.3,0.5,1.008938614
5.8,1.3,0.6,1.025234908
5.8,1.3,0.7,1.044352956
5.8,1.3,0.8,1.066231637
5.8,1.3,0.9,1.090773444
5.8,1.3,1,1.106635644
5.8,1.3,1.1,1.08366192
5.8,1.3,1.2,1.062993415
5.8,1.3,1.3,1.045072182
5.8,1.3,1.4,1.030108019
5.8,1.3,1.5,1.018276611
5.8,1.3,1.6,1.00967575
5.8,1.3,1.7,1.004392424
5.8,1.3,1.8,1.002455063
5.8,1.3,1.9,1.003892662
5.8,1.3,2,1.008691007
5.8,1.3,2.1,1.016806036
5.8,1.3,2.2,1.028172363
5.8,1.3,2.3,1.042677984
5.8,1.3,2.4,1.060186728
5.8,1.3,2.5,1.080460086
5.8,1.3,2.6,1.103141287
5.8,1.3,2.7,1.113929675
5.8,1.3,2.8,1.069677952
5.8,1.3,2.9,1.047400711
5.8,1.3,3,1.027882115
5.8,1.3,3.1,1.011153432
5.8,1.3,3.2,0.997311887
5.8,1.3,3.3,0.986385055
5.8,1.3,3.4,0.978427801
5.8,1.3,3.5,0.973458888
5.8,1.3,3.6,0.971501059
5.9,1.3,0,0.973984236
5.9,1.3,0.1,0.975521048
