dx,gb,dz,gb_energy
0.7,1.1,2.8,1.065339001
0.7,1.1,2.9,1.042089527
0.7,1.1,3,1.02588278
0.7,1.1,3.1,1.00758374
0.7,1.1,3.2,0.992392154
0.7,1.1,3.3,0.980378808
0.7,1.1,3.4,0.971616192
0.7,1.1,3.5,0.966139272
0.7,1.1,3.6,0.963983584
0.8,1.1,0,0.963759857
0.8,1.1,0.1,0.965440514
0.8,1.1,0.2,0.970475948
0.8,1.1,0.3,0.978825223
0.8,1.1,0.4,0.990440579
0.8,1.1,0.5,1.005249241
0.8,1.1,0.6,1.02317218
0.8,1.1,0.7,1.038009554
0.8,1.1,0.8,1.060656926
0.8,1.1,0.9,1.148675109
0.8,1.1,1,1.117623028
0.8,1.1,1.1,1.090936052
0.8,1.1,1.2,1.067133086
0.8,1.1,1.3,1.046562373
0.8,1.1,1.4,1.029434562
0.8,1.1,1.5,1.015911694
0.8,1.1,1.6,1.006096677
0.8,1.1,1.7,1.000067972
0.8,1.1,1.8,0.997864241
0.8,1.1,1.9,0.999505952
0.8,1.1,2,1.004972069
0.8,1.1,2.1,1.014232742
0.8,1.1,2.2,1.027218607
0.8,1.1,2.3,1.04382306
0.8,1.1,2.4,1.063911352
0.8,1.1,2.5,1.08724412
0.8,1.1,2.6,1.113542487
0.8,1.1,2.7,1.142252109
0.8,1.1,2.8,1.17216224
0.8,1.1,2.9,1.172041138
0.8,1.1,3,1.026068699
0.8,1.1,3.1,1.007692619
0.8,1.1,3.2,0.992423141
0.8,1.1,3.3,0.980331902
0.8,1.1,3.4,0.971498784
0.8,1.1,3.5,0.965971547
0.8,1.1,3.6,0.963795392
0.9,1.1,0,0.964026511
0.9,1.1,0.1,0.965741566
0.9,1.1,0.2,0.970871665
0.9,1.1,0.3,0.979378714
0.9,1.1,0.4,0.99116947
0.9,1.1,0.5,1.006179686
0.9,1.1,0.6,1.024320099
0.9,1.1,0.7,1.038255171
0.9,1.1,0.8,1.16181619
0.9,1.1,0.9,1.133217438
0.9,1.1,1,1.104988248
0.9,1.1,1.1,1.079019644
0.9,1.1,1.2,1.055854316
0.9,1.1,1.3,1.035824586
0.9,1.1,1.4,1.019140251
0.9,1.1,1.5,1.00596136
0.9,1.1,1.6,0.996395087
0.9,1.1,1.7,0.990517903
0.9,1.1,1.8,0.988367901
0.9,1.1,1.9,0.98996697
0.9,1.1,2,0.99529976
0.9,1.1,2.1,1.004326756
0.9,1.1,2.2,1.016982857
0.9,1.1,2.3,1.033157196
0.9,1.1,2.4,1.052713886
0.9,1.1,2.5,1.075430053
0.9,1.1,2.6,1.101019713
0.9,1.1,2.7,1.128958654
0.9,1.1,2.8,1.157996617
0.9,1.1,2.9,1.041392759
0.9,1.1,3,1.027235948
0.9,1.1,3.1,1.008657462
0.9,1.1,3.2,0.993186146
0.9,1.1,3.3,0.980896764
0.9,1.1,3.4,0.971911273
0.9,1.1,3.5,0.966281696
0.9,1.1,3.6,0.964063751
1,1.1,0,0.964876789
1,1.1,0.1,0.966636476
1,1.1,0.2,0.971897628
1,1.1,0.3,0.98060083
1,1.1,0.4,0.992819141
1,1.1,0.5,1.008008169
1,1.1,0.6,1.026478629
1,1.1,0.7,1.039733422
1,1.1,0.8,1.150409779
1,1.1,0.9,1.121919621
1,1.1,1,1.09429026
1,1.1,1.1,1.068930298
1,1.1,1.2,1.046337224
1,1.1,1.3,1.026808393
1,1.1,1.4,1.010545075
1,1.1,1.5,0.997695664
1,1.1,1.6,0.988368185
1,1.1,1.7,0.98263712
1,1.1,1.8,0.980539141
1,1.1,1.9,0.982141338
1,1.1,2,0.987304697
1,1.1,2.1,0.996100574
1,1.1,2.2,1.008444537
1,1.1,2.3,1.024207524
1,1.1,2.4,1.043271274
1,1.1,2.5,1.065425706
1,1.1,2.6,1.090405019
1,1.1,2.7,1.117744131
1,1.1,2.8,1.146354539
1,1.1,2.9,1.169026074
1,1.1,3,1.029443943
1,1.1,3.1,1.010533419
1,1.1,3.2,0.994735182
1,1.1,3.3,0.982172324
1,1.1,3.4,0.972963105
1,1.1,3.5,0.967190252
1,1.1,3.6,0.96491602
1.1,1.1,0,0.966591276
1.1,1.1,0.1,0.968404976
1.1,1.1,0.2,0.973816795
1.1,1.1,0.3,0.982775848
1.1,1.1,0.4,0.99518747
1.1,1.1,0.5,1.010911795
1.1,1.1,0.6,1.029806968
1.1,1.1,0.7,1.051673993
1.1,1.1,0.8,1.141241213
1.1,1.1,0.9,1.112735988
1.1,1.1,1,1.085536456
1.1,1.1,1.1,1.060696441
1.1,1.1,1.2,1.038607677
1.1,1.1,1.3,1.019541937
1.1,1.1,1.4,1.00367462
1.1,1.1,1.5,0.991140758
1.1,1.1,1.6,0.982042124
1.1,1.1,1.7,0.976452915
1.1,1.1,1.8,0.974408664
1.1,1.1,1.9,0.975929557
1.1,1.1,2,0.98131238
1.1,1.1,2.1,0.989582909
1.1,1.1,2.2,1.001619282
1.1,1.1,2.3,1.017004178
1.1,1.1,2.4,1.035613935
1.1,1.1,2.5,1.057271163
1.1,1.1,2.6,1.081733372
1.1,1.1,2.7,1.108614226
1.1,1.1,2.8,1.137063733
1.1,1.1,2.9,1.256722169
1.1,1.1,3,1.032837382
1.1,1.1,3.1,1.013498165
1.1,1.1,3.2,0.997294262
1.1,1.1,3.3,0.984385152
1.1,1.1,3.4,0.974915818
1.1,1.1,3.5,0.968979788
1.1,1.1,3.6,0.966630506
1.2,1.1,0,0.969485236
1.2,1.1,0.1,0.971352949
1.2,1.1,0.2,0.976930788
1.2,1.1,0.3,0.98616019
1.2,1.1,0.4,0.998923749
1.2,1.1,0.5,1.015092118
1.2,1.1,0.6,1.034494729
1.2,1.1,0.7,1.056888808
1.2,1.1,0.8,1.134203886
1.2,1.1,0.9,1.105581254
1.2,1.1,1,1.078691586
1.2,1.1,1.1,1.054267755
1.2,1.1,1.2,1.032607969
1.2,1.1,1.3,1.014161388
1.2,1.1,1.4,0.998456394
1.2,1.1,1.5,0.986221594
1.2,1.1,1.6,0.977346119
1.2,1.1,1.7,0.971894785
1.2,1.1,1.8,0.969898578
1.2,1.1,1.9,0.971387347
1.2,1.1,2,0.976333233
1.2,1.1,2.1,0.984704966
1.2,1.1,2.2,0.99645308
1.2,1.1,2.3,1.01147751
1.2,1.1,2.4,1.029679895
1.2,1.1,2.5,1.050894216
1.2,1.1,2.6,1.074935123
1.2,1.1,2.7,1.101488489
1.2,1.1,2.8,1.129944533
1.2,1.1,2.9,1.060429503
1.2,1.1,3,1.037605025
1.2,1.1,3.1,1.017753253
1.2,1.1,3.2,1.001090808
1.2,1.1,3.3,0.98780844
1.2,1.1,3.4,0.978063639
1.2,1.1,3.5,0.971944534
1.2,1.1,3.6,0.969526172
1.3,1.1,0,0.973810825
1.3,1.1,0.1,0.9757371
1.3,1.1,0.2,0.981472145
1.3,1.1,0.3,0.990965074
1.3,1.1,0.4,1.004114684
1.3,1.1,0.5,1.020754671
1.3,1.1,0.6,1.040710773
1.3,1.1,0.7,1.063704113
1.3,1.1,0.8,1.129187783
1.3,1.1,0.9,1.100351657
1.3,1.1,1,1.073638243
1.3,1.1,1.1,1.04952456
1.3,1.1,1.2,1.028232631
1.3,1.1,1.3,1.009940982
1.3,1.1,1.4,0.994764463
1.3,1.1,1.5,0.982799159
1.3,1.1,1.6,0.974125522
1.3,1.1,1.7,0.968800976
1.3,1.1,1.8,0.966853665
1.3,1.1,1.9,0.968303488
1.3,1.1,2,0.97313481
1.3,1.1,2.1,0.981318918
1.3,1.1,2.2,0.992803222
1.3,1.1,2.3,1.007509828
1.3,1.1,2.4,1.025361128
1.3,1.1,2.5,1.046212994
1.3,1.1,2.6,1.069924706
1.3,1.1,2.7,1.096273674
1.3,1.1,2.8,1.124847979
1.3,1.1,2.9,1.067330376
1.3,1.1,3,1.043909197
1.3,1.1,3.1,1.02348972
1.3,1.1,3.2,1.006345705
1.3,1.1,3.3,0.992673591
1.3,1.1,3.4,1.046651068
1.3,1.1,3.5,0.976340624
1.3,1.1,3.6,0.97385233
1.4,1.1,0,1.023089455
1.4,1.1,0.1,1.025226949
1.4,1.1,0.2,1.031621521
1.4,1.1,0.3,1.042222569
1.4,1.1,0.4,1.056959877
1.4,1.1,0.5,1.075709215
1.4,1.1,0.6,1.098337256
1.4,1.1,0.7,1.124594402
1.4,1.1,0.8,1.125969176
1.4,1.1,0.9,1.096888001
1.4,1.1,1,1.070241393
1.4,1.1,1.1,1.046337508
1.4,1.1,1.2,1.025311948
1.4,1.1,1.3,1.007300883
1.4,1.1,1.4,0.99238391
1.4,1.1,1.5,0.980644893
1.4,1.1,1.6,0.972142676
1.4,1.1,1.7,0.966927294
1.4,1.1,1.8,0.965021487
1.4,1.1,1.9,0.966442029
1.4,1.1,2,0.971171295
1.4,1.1,2.1,0.979190237
1.4,1.1,2.2,0.990459341
1.4,1.1,2.3,1.004909243
1.4,1.1,2.4,1.022476833
1.4,1.1,2.5,1.043060339
1.4,1.1,2.6,1.066556284
1.4,1.1,2.7,1.092800638
1.4,1.1,2.8,1.12155347
1.4,1.1,2.9,1.12874914
1.4,1.1,3,1.10197091
1.4,1.1,3.1,1.078800181
1.4,1.1,3.2,1.059472904
1.4,1.1,3.3,1.044132356
1.4,1.1,3.4,1.032920107
1.4,1.1,3.5,1.0258987
1.4,1.1,3.6,1.023136361
1.5,1.1,0,1.010347217
1.5,1.1,0.1,1.012416484
1.5,1.1,0.2,1.01860808
1.5,1.1,0.3,1.029823172
1.5,1.1,0.4,1.043146192
1.5,1.1,0.5,1.061300818
1.5,1.1,0.6,1.083189733
1.5,1.1,0.7,1.108581819
1.5,1.1,0.8,1.12432718
1.5,1.1,0.9,1.094994419
1.5,1.1,1,1.068340703
1.5,1.1,1.1,1.0445366
1.5,1.1,1.2,1.023665404
1.5,1.1,1.3,1.005827749
1.5,1.1,1.4,0.991080491
1.5,1.1,1.5,0.979495837
1.5,1.1,1.6,0.971111881
1.5,1.1,1.7,0.965971547
1.5,1.1,1.8,0.964094169
1.5,1.1,1.9,0.965489979
1.5,1.1,2,0.970157556
1.5,1.1,2.1,0.978060228
1.5,1.1,2.2,0.989180654
1.5,1.1,2.3,1.003462832
1.5,1.1,2.4,1.020856727
1.5,1.1,2.5,1.041280753
1.5,1.1,2.6,1.064668387
1.5,1.1,2.7,1.09090137
1.5,1.1,2.8,1.11986201
1.5,1.1,2.9,1.112593848
1.5,1.1,3,1.086716783
1.5,1.1,3.1,1.06429058
1.5,1.1,3.2,1.04557763
1.5,1.1,3.3,1.030725473
1.5,1.1,3.4,1.019864309
1.5,1.1,3.5,1.013069472
1.5,1.1,3.6,1.010392701
1.6,1.1,0,0.998819419
1.6,1.1,0.1,1.000830124
1.6,1.1,0.2,1.006848026
1.6,1.1,0.3,1.016823093
1.6,1.1,0.4,1.030680841
1.6,1.1,0.5,1.048302729
1.6,1.1,0.6,1.069536381
1.6,1.1,0.7,1.094145846
1.6,1.1,0.8,1.147160186
1.6,1.1,0.9,1.09453872
1.6,1.1,1,1.06780569
1.6,1.1,1.1,1.044174429
1.6,1.1,1.2,1.023141478
1.6,1.1,1.3,1.005343338
1.6,1.1,1.4,0.990642986
1.6,1.1,1.5,0.979102111
1.6,1.1,1.6,0.970758522
1.6,1.1,1.7,0.965642921
1.6,1.1,1.8,0.963774924
1.6,1.1,1.9,0.965163058
1.6,1.1,2,0.969809314
1.6,1.1,2.1,0.977674461
1.6,1.1,2.2,0.988751677
1.6,1.1,2.3,1.00298439
1.6,1.1,2.4,1.020335928
1.6,1.1,2.5,1.0407338
1.6,1.1,2.6,1.06412911
1.6,1.1,2.7,1.090426908
1.6,1.1,2.8,1.126126098
1.6,1.1,2.9,1.098034214
1.6,1.1,3,1.072950856
1.6,1.1,3.1,1.051203796
1.6,1.1,3.2,1.033039789
1.6,1.1,3.3,1.018617746
1.6,1.1,3.4,1.008066446
1.6,1.1,3.5,1.001466056
1.6,1.1,3.6,0.998863197
1.7,1.1,0,0.988950673
1.7,1.1,0.1,0.990904238
1.7,1.1,0.2,0.996754416
1.7,1.1,0.3,1.006443497
1.7,1.1,0.4,1.019906951
1.7,1.1,0.5,1.037021116
1.7,1.1,0.6,1.057643
1.7,1.1,0.7,1.081528975
1.7,1.1,0.8,1.10839789
1.7,1.1,0.9,1.095432209
1.7,1.1,1,1.068569264
1.7,1.1,1.1,1.04462757
1.7,1.1,1.2,1.023662561
1.7,1.1,1.3,1.005758385
1.7,1.1,1.4,0.990967917
1.7,1.1,1.5,0.979345738
1.7,1.1,1.6,0.970941029
1.7,1.1,1.7,0.965788188
1.7,1.1,1.8,0.963905408
1.7,1.1,1.9,0.965308325
1.7,1.1,2,0.969981019
1.7,1.1,2.1,0.97790757
1.7,1.1,2.2,0.989060404
1.7,1.1,2.3,1.003384655
1.7,1.1,2.4,1.020839955
1.7,1.1,2.5,1.041358361
1.7,1.1,2.6,1.064872784
1.7,1.1,2.7,1.091305046
1.7,1.1,2.8,1.112572527
1.7,1.1,2.9,1.085304485
1.7,1.1,3,1.060958262
1.7,1.1,3.1,1.03983889
1.7,1.1,3.2,1.022200799
1.7,1.1,3.3,1.008190676
1.7,1.1,3.4,0.997940428
1.7,1.1,3.5,0.991522545
1.7,1.1,3.6,0.988993315
1.8,1.1,0,0.980881129
1.8,1.1,0.1,0.982780965
1.8,1.1,0.2,0.988461144
1.8,1.1,0.3,0.997874191
1.8,1.1,0.4,1.010960122
1.8,1.1,0.5,1.027577083
1.8,1.1,0.6,1.047609941
1.8,1.1,0.7,1.070834399
1.8,1.1,0.8,1.096982666
1.8,1.1,0.9,1.098689193
1.8,1.1,1,1.07064848
1.8,1.1,1.1,1.046474246
1.8,1.1,1.2,1.025259641
1.8,1.1,1.3,1.007109847
1.8,1.1,1.4,0.992091387
1.8,1.1,1.5,0.980486549
1.8,1.1,1.6,0.971728482
1.8,1.1,1.7,0.966480123
1.8,1.1,1.8,0.964559818
1.8,1.1,1.9,0.965986899
1.8,1.1,2,0.970747151
1.8,1.1,2.1,0.978817263
1.8,1.1,2.2,0.990153741
1.8,1.1,2.3,1.004704563
1.8,1.1,2.4,1.022404911
1.8,1.1,2.5,1.04316467
1.8,1.1,2.6,1.066924425
1.8,1.1,2.7,1.093543175
1.8,1.1,2.8,1.10105809
1.8,1.1,2.9,1.074503872
1.8,1.1,3,1.050829969
1.8,1.1,3.1,1.030317249
1.8,1.1,3.2,1.013180626
1.8,1.1,3.3,0.999572189
1.8,1.1,3.4,0.989613327
1.8,1.1,3.5,0.983379657
1.8,1.1,3.6,0.980924339
1.9,1.1,0,0.974596004
1.9,1.1,0.1,0.976439553
1.9,1.1,0.2,0.981956272
1.9,1.1,0.3,0.991100106
1.9,1.1,0.4,1.003797997
1.9,1.1,0.5,1.019953289
1.9,1.1,0.6,1.039423558
1.9,1.1,0.7,1.062030846
1.9,1.1,0.8,1.087554553
1.9,1.1,0.9,1.101427937
1.9,1.1,1,1.074149661
1.9,1.1,1.1,1.049640261
1.9,1.1,1.2,1.028063485
1.9,1.1,1.3,1.009553794
1.9,1.1,1.4,0.994203012
1.9,1.1,1.5,0.982114047
1.9,1.1,1.6,0.973349156
1.9,1.1,1.7,0.967967755
1.9,1.1,1.8,0.965999691
1.9,1.1,1.9,0.967463444
1.9,1.1,2,0.972345367
1.9,1.1,2.1,0.980616181
1.9,1.1,2.2,0.992223577
1.9,1.1,2.3,1.007095633
1.9,1.1,2.4,1.025149625
1.9,1.1,2.5,1.046277241
1.9,1.1,2.6,1.070371024
1.9,1.1,2.7,1.097250173
1.9,1.1,2.8,1.091528205
1.9,1.1,2.9,1.065610488
1.9,1.1,3,1.04256342
1.9,1.1,3.1,1.02261414
1.9,1.1,3.2,1.005960792
1.9,1.1,3.3,0.99274466
1.9,1.1,3.4,0.983073773
1.9,1.1,3.5,0.977021473
1.9,1.1,3.6,0.97463694
2,1.1,0,0.969994948
2,1.1,0.1,0.971784485
2,1.1,0.2,0.97713888
2,1.1,0.3,0.986014923
2,1.1,0.4,0.998351211
2,1.1,0.5,1.014051656
2,1.1,0.6,1.033007381
2,1.1,0.7,1.055056914
2,1.1,0.8,1.080025992
2,1.1,0.9,1.129531192
2,1.1,1,1.079207837
2,1.1,1.1,1.054278273
2,1.1,1.2,1.032243807
2,1.1,1.3,1.013294906
2,1.1,1.4,0.997544143
2,1.1,1.5,0.985126836
2,1.1,1.6,0.976109506
2,1.1,1.7,0.970575162
2,1.1,1.8,0.968547968
2,1.1,1.9,0.970053794
2,1.1,2,0.975078426
2,1.1,2.1,0.983583201
2,1.1,2.2,0.995511264
2,1.1,2.3,1.010771361
2,1.1,2.4,1.029267406
2,1.1,2.5,1.050850437
2,1.1,2.6,1.075375187
2,1.1,2.7,1.123283592
2,1.1,2.8,1.083927437
2,1.1,2.9,1.05855184
2,1.1,3,1.036059969
2,1.1,3.1,1.016642007
2,1.1,3.2,1.000453454
2,1.1,3.3,0.987617688
2,1.1,3.4,0.978224826
2,1.1,3.5,0.972352474
2,1.1,3.6,0.970036169
2.1,1.1,0,0.966894317
2.1,1.1,0.1,0.968632968
2.1,1.1,0.2,0.973830441
2.1,1.1,0.3,0.982454044
2.1,1.1,0.4,0.994449197
2.1,1.1,0.5,1.009738007
2.1,1.1,0.6,1.028220122
2.1,1.1,0.7,1.049779842
2.1,1.1,0.8,1.074284125
2.1,1.1,0.9,1.101521749
2.1,1.1,1,1.085988744
2.1,1.1,1.1,1.060554585
2.1,1.1,1.2,1.037985959
2.1,1.1,1.3,1.018532178
2.1,1.1,1.4,1.002345615
2.1,1.1,1.5,0.989564147
2.1,1.1,1.6,0.98028329
2.1,1.1,1.7,0.9745798
2.1,1.1,1.8,0.972492624
2.1,1.1,1.9,0.974044219
2.1,1.1,2,0.979222929
2.1,1.1,2.1,0.987978438
2.1,1.1,2.2,1.000258155
2.1,1.1,2.3,1.015942396
2.1,1.1,2.4,1.034934224
2.1,1.1,2.5,1.057044024
2.1,1.1,2.6,1.082086446
2.1,1.1,2.7,1.105745851
2.1,1.1,2.8,1.098933105
2.1,1.1,2.9,1.053202277
2.1,1.1,3,1.031203346
2.1,1.1,3.1,1.012255866
2.1,1.1,3.2,0.996494869
2.1,1.1,3.3,0.984007345
2.1,1.1,3.4,0.974885969
2.1,1.1,3.5,0.969181342
2.1,1.1,3.6,0.966933832
2.2,1.1,0,0.965031721
2.2,1.1,0.1,0.966722613
2.2,1.1,0.2,0.971781642
2.2,1.1,0.3,0.980179812
2.2,1.1,0.4,0.991874198
2.2,1.1,0.5,1.006802826
2.2,1.1,0.6,1.024887235
2.2,1.1,0.7,1.046042995
2.2,1.1,0.8,1.070171744
2.2,1.1,0.9,1.097138167
2.2,1.1,1,1.094632816
2.2,1.1,1.1,1.068595702
2.2,1.1,1.2,1.045438618
2.2,1.1,1.3,1.025444991
2.2,1.1,1.4,1.008789652
2.2,1.1,1.5,0.995634357
2.2,1.1,1.6,0.986078886
2.2,1.1,1.7,0.980201702
2.2,1.1,1.8,0.97805369
2.2,1.1,1.9,0.979655033
2.2,1.1,2,0.984986118
2.2,1.1,2.1,0.993999752
2.2,1.1,2.2,1.008950554
2.2,1.1,2.3,1.022783002
2.2,1.1,2.4,1.042302167
2.2,1.1,2.5,1.065000709
2.2,1.1,2.6,1.090641539
2.2,1.1,2.7,1.101334125
2.2,1.1,2.8,1.073965732
2.2,1.1,2.9,1.049409427
2.2,1.1,3,1.027811613
2.2,1.1,3.1,1.009265251
2.2,1.1,3.2,0.993869837
2.2,1.1,3.3,0.981695304
2.2,1.1,3.4,0.972807321
2.2,1.1,3.5,0.967256204
2.2,1.1,3.6,0.965070099
2.3,1.1,0,0.964090473
2.3,1.1,0.1,0.965744693
2.3,1.1,0.2,0.970695412
2.3,1.1,0.3,0.978919604
2.3,1.1,0.4,0.990385145
2.3,1.1,0.5,1.005036032
2.3,1.1,0.6,1.022830477
2.3,1.1,0.7,1.043682342
2.3,1.1,0.8,1.067539036
2.3,1.1,0.9,1.094294524
2.3,1.1,1,1.105206574
2.3,1.1,1.1,1.078493728
2.3,1.1,1.2,1.054694174
2.3,1.1,1.3,1.03412545
2.3,1.1,1.4,1.016989396
2.3,1.1,1.5,1.003447765
2.3,1.1,1.6,0.993611143
2.3,1.1,1.7,0.987568224
2.3,1.1,1.8,0.985354543
2.3,1.1,1.9,0.986998813
2.3,1.1,2,0.992486535
2.3,1.1,2.1,1.001765118
2.3,1.1,2.2,1.014772304
2.3,1.1,2.3,1.031386422
2.3,1.1,2.4,1.051465901
2.3,1.1,2.5,1.074801228
2.3,1.1,2.6,1.101119494
2.3,1.1,2.7,1.098470298
2.3,1.1,2.8,1.071294646
2.3,1.1,2.9,1.047006132
2.3,1.1,3,1.025707096
2.3,1.1,3.1,1.007458942
2.3,1.1,3.2,0.992340131
2.3,1.1,3.3,0.980402971
2.3,1.1,3.4,0.971700338
2.3,1.1,3.5,0.966267198
2.3,1.1,3.6,0.964128282
2.4,1.1,0,0.963765827
2.4,1.1,0.1,0.965399862
2.4,1.1,0.2,0.97028804
2.4,1.1,0.3,0.978415293
2.4,1.1,0.4,0.989753761
2.4,1.1,0.5,1.00425597
2.4,1.1,0.6,1.021883827
2.4,1.1,0.7,1.042562567
2.4,1.1,0.8,1.066248694
2.4,1.1,0.9,1.093603157
2.4,1.1,1,1.117758345
2.4,1.1,1.1,1.090281073
2.4,1.1,1.2,1.065787593
2.4,1.1,1.3,1.044623021
2.4,1.1,1.4,1.02698493
2.4,1.1,1.5,1.013056964
2.4,1.1,1.6,1.002936631
2.4,1.1,1.7,0.996720018
2.4,1.1,1.8,0.994446639
2.4,1.1,1.9,0.996136678
2.4,1.1,2,1.001780184
2.4,1.1,2.1,1.011326274
2.4,1.1,2.2,1.024710982
2.4,1.1,2.3,1.041800415
2.4,1.1,2.4,1.062468067
2.4,1.1,2.5,1.086478841
2.4,1.1,2.6,1.11355528
2.4,1.1,2.7,1.097005409
2.4,1.1,2.8,1.069979287
2.4,1.1,2.9,1.045860203
2.4,1.1,3,1.024735999
2.4,1.1,3.1,1.006653864
2.4,1.1,3.2,0.991690554
2.4,1.1,3.3,0.979882741
2.4,1.1,3.4,0.971282164
2.4,1.1,3.5,0.965913839
2.4,1.1,3.6,0.963803067
2.5,1.1,0,0.963891194
2.5,1.1,0.1,0.965524377
2.5,1.1,0.2,0.970414828
2.5,1.1,0.3,0.978537533
2.5,1.1,0.4,0.989873158
2.5,1.1,0.5,1.004362859
2.5,1.1,0.6,1.02197167
2.5,1.1,0.7,1.042617433
2.5,1.1,0.8,1.06624244
2.5,1.1,0.9,1.092744635
2.5,1.1,1,1.122035038
2.5,1.1,1.1,1.103910546
2.5,1.1,1.2,1.078673392
2.5,1.1,1.3,1.056879142
2.5,1.1,1.4,1.038729349
2.5,1.1,1.5,1.024397707
2.5,1.1,1.6,1.013992242
2.5,1.1,1.7,1.007600513
2.5,1.1,1.8,1.005261181
2.5,1.1,1.9,1.007000684
2.5,1.1,2,1.012803956
2.5,1.1,2.1,1.022618689
2.5,1.1,2.2,1.036384615
2.5,1.1,2.3,1.053974663
2.5,1.1,2.4,1.0752538
2.5,1.1,2.5,1.099992613
2.5,1.1,2.6,1.127907958
2.5,1.1,2.7,1.096882884
2.5,1.1,2.8,1.069963936
2.5,1.1,2.9,1.045906257
2.5,1.1,3,1.024866483
2.5,1.1,3.1,1.006759616
2.5,1.1,3.2,0.991811657
2.5,1.1,3.3,0.980003559
2.5,1.1,3.4,0.971406394
2.5,1.1,3.5,0.966040912
2.5,1.1,3.6,0.963930424
2.6,1.1,0,0.96453537
2.6,1.1,0.1,0.9661876
2.6,1.1,0.2,0.971130927
2.6,1.1,0.3,0.979340621
2.6,1.1,0.4,0.990784272
2.6,1.1,0.5,1.005396782
2.6,1.1,0.6,1.023124421
2.6,1.1,0.7,1.04387423
2.6,1.1,0.8,1.067556662
2.6,1.1,0.9,1.09402986
2.6,1.1,1,1.123099095
2.6,1.1,1.1,1.119206178
2.6,1.1,1.2,1.093155987
2.6,1.1,1.3,1.070680035
2.6,1.1,1.4,1.051973055
2.6,1.1,1.5,1.037210446
2.6,1.1,1.6,1.026492843
2.6,1.1,1.7,1.019909225
2.6,1.1,1.8,1.017501667
2.6,1.1,1.9,1.019292624
2.6,1.1,2,1.025264758
2.6,1.1,2.1,1.035376846
2.6,1.1,2.2,1.049556683
2.6,1.1,2.3,1.067686009
2.6,1.1,2.4,1.089629221
2.6,1.1,2.5,1.115165152
2.6,1.1,2.6,1.127552894
2.6,1.1,2.7,1.098148495
2.6,1.1,2.8,1.071281001
2.6,1.1,2.9,1.0471767
2.6,1.1,3,1.025993081
2.6,1.1,3.1,1.007811448
2.6,1.1,3.2,0.992735279
2.6,1.1,3.3,0.98082143
2.6,1.1,3.4,0.972134432
2.6,1.1,3.5,0.966708399
2.6,1.1,3.6,0.964573748
2.7,1.1,0,0.965956196
2.7,1.1,0.1,0.967639412
2.7,1.1,0.2,0.972674278
2.7,1.1,0.3,0.981033502
2.7,1.1,0.4,0.992668758
2.7,1.1,0.5,1.007510681
2.7,1.1,0.6,1.025477683
2.7,1.1,0.7,1.046450651
2.7,1.1,0.8,1.070298533
2.7,1.1,0.9,1.096818922
2.7,1.1,1,1.125661586
2.7,1.1,1.1,1.135623006
2.7,1.1,1.2,1.045392564
2.7,1.1,1.3,1.02496598
2.7,1.1,1.4,1.007861481
2.7,1.1,1.5,0.994297677
2.7,1.1,1.6,0.98441358
2.7,1.1,1.7,0.978328587
2.7,1.1,1.8,0.976098134
2.7,1.1,1.9,0.977760598
2.7,1.1,2,0.983283571
2.7,1.1,2.1,0.992606785
2.7,1.1,2.2,1.005641546
2.7,1.1,2.3,1.022238323
2.7,1.1,2.4,1.042196131
2.7,1.1,2.5,1.131399473
2.7,1.1,2.6,1.130037208
2.7,1.1,2.7,1.10093187
2.7,1.1,2.8,1.074040782
2.7,1.1,2.9,1.049780695
2.7,1.1,3,1.028376476
2.7,1.1,3.1,1.009959176
2.7,1.1,3.2,0.994653594
2.7,1.1,3.3,0.982539612
2.7,1.1,3.4,0.973695977
2.7,1.1,3.5,0.968171583
2.7,1.1,3.6,0.965993721
2.8,1.1,0,0.968464106
2.8,1.1,0.1,0.970186268
2.8,1.1,0.2,0.975336551
2.8,1.1,0.3,0.983880272
2.8,1.1,0.4,0.995765409
2.8,1.1,0.5,1.010903551
2.8,1.1,0.6,1.029196905
2.8,1.1,0.7,1.05049054
2.8,1.1,0.8,1.074617868
2.8,1.1,0.9,1.101283239
2.8,1.1,1,1.129934299
2.8,1.1,1.1,1.061362222
2.8,1.1,1.2,1.038458431
2.8,1.1,1.3,1.018597278
2.8,1.1,1.4,1.00197321
2.8,1.1,1.5,0.988796025
2.8,1.1,1.6,0.979188247
2.8,1.1,1.7,0.973274675
2.8,1.1,1.8,0.971107616
2.8,1.1,1.9,0.972728575
2.8,1.1,2,0.97809093
2.8,1.1,2.1,0.987157725
2.8,1.1,2.2,0.999821786
2.8,1.1,2.3,1.015938701
2.8,1.1,2.4,1.035350124
2.8,1.1,2.5,1.057819253
2.8,1.1,2.6,1.134211845
2.8,1.1,2.7,1.105392777
2.8,1.1,2.8,1.078389398
2.8,1.1,2.9,1.053867206
2.8,1.1,3,1.032145447
2.8,1.1,3.1,1.013400089
2.8,1.1,3.2,0.997791466
2.8,1.1,3.3,0.985419927
2.8,1.1,3.4,0.976382129
2.8,1.1,3.5,0.970729241
2.8,1.1,3.6,0.968503052
2.9,1.1,0,0.972338829
2.9,1.1,0.1,0.974105907
2.9,1.1,0.2,0.979384115
2.9,1.1,0.3,0.988130528
2.9,1.1,0.4,1.000297669
2.9,1.1,0.5,1.015778083
2.9,1.1,0.6,1.034463742
2.9,1.1,0.7,1.056158495
